show_name,parent_category,middle_category,child_category,address,tel,google_url,latitude,longitude,google_place_id
やきとん　やまじ,飲食,居酒屋,居酒屋,渋谷区幡ヶ谷3-11-9角田ビル1F,03-6276-8929,,35.6814922,139.6754104,EjoxZiwgMy1jaMWNbWUtMTEtOSBIYXRhZ2F5YSwgU2hpYnV5YSwgVG9reW8gMTUxLTAwNzIsIEphcGFuIh4aHAoWChQKEgkRVkf8I_MYYBERfusLjAjmAhICMWY
焼肉一七三本店,飲食,ステーキ・焼肉,焼肉,渋谷区恵比寿西1-9-2YAMAビル1F,03-6277-5528,,35.64722,139.7153418,ChIJq6q7yhSLGGARS6MW3I4MU0o
焼肉一七三向山,飲食,ステーキ・焼肉,焼肉,渋谷区恵比寿南1-13-3GOLDビル5F,03-6452-4646,,35.64722,139.7153418,ChIJq6q7yhSLGGARS6MW3I4MU0o
焼肉可禮亜,飲食,ステーキ・焼肉,焼肉,渋谷区本町1-17-10AFプラザ　 1階,03-3378-4129,,35.6793153,139.680344,Ej0x6ZqOLCAxLWNoxY1tZS0xOC0xNyBIb25tYWNoaSwgU2hpYnV5YSwgVG9reW8gMTUxLTAwNzEsIEphcGFuIiAaHgoWChQKEgmXNhNSJfMYYBGQbLCti3XG4xIEMemajg
焼肉串ろっきー渋谷店,飲食,ステーキ・焼肉,焼肉,渋谷区道玄坂2-19-11FABRIC渋谷　1F,03-6427-0485,,35.6587864,139.696881,ChIJjwzMxamMGGARpRTsGA-xLT4
焼肉　寿亭,飲食,ステーキ・焼肉,焼肉,渋谷区道玄坂2-9-2ブルマン正実ビルB1,03-3462-2989,,35.6588262,139.6982072,ChIJo-98qCGLGGAREWrHaRNxdTY
焼肉スタンド　肉と麦,飲食,ステーキ・焼肉,焼肉,渋谷区幡ヶ谷1-33-1シティ幡ヶ谷1階,03-6407-9833,https://tabelog.com/tokyo/A1318/A131807/13265855/,35.67662079999999,139.6767212,EltKYXBhbiwg44CSMTUxLTAwNzIgVG9reW8sIFNoaWJ1eWEsIEhhdGFnYXlhLCAxLWNoxY1tZeKIkjMz4oiS77yRIOOCt-ODhuOCo-ODvOW5oeODtuiwtyAx6ZqOIiAaHgoWChQKEgnJDTBCO_MYYBF76sRHMJtFHhIEMemajg
焼肉店にくる,飲食,ステーキ・焼肉,焼肉,渋谷区笹塚1-10-6,03-6804-9298,,35.6735209,139.6696419,ChIJY12uwRfzGGARqij2gzFvORk
焼肉処カルネ,飲食,ステーキ・焼肉,焼肉,渋谷区西原3-11-9ホウショウビル地下1階,03-6407-1429,,35.6694043,139.6798581,ElBKYXBhbiwg44CSMTUxLTAwNjYgVG9reW8sIFNoaWJ1eWEsIE5pc2hpaGFyYSwgMy1jaMWNbWXiiJIxMeKIku-8mSDonILnq6Djg5Pjg6sgMSIdGhsKFgoUChIJi7CR80fzGGARJrF5iT3QlogSATE
焼肉29TOWN,飲食,ステーキ・焼肉,焼肉,渋谷区広尾5-17-45Project 2F,03-6432-5066,,35.6479731,139.7207503,ChIJ3-cLlBKLGGARXMRfCe464-w
焼肉の清香園,飲食,ステーキ・焼肉,焼肉,渋谷区宇田川町37-14篠原ビル1F,03-3466-1369,,35.6625495,139.6952257,EjUxZiwgMzctMTQgVWRhZ2F3YWNoxY0sIFNoaWJ1eWEsIFRva3lvIDE1MC0wMDQyLCBKYXBhbiIeGhwKFgoUChIJ_201DKyMGGARvGxcUh4u16ASAjFm
焼肉の三是,飲食,ステーキ・焼肉,焼肉,渋谷区幡ヶ谷2-52-31F,03-6300-4329,,35.6811402,139.6720666,EmtKYXBhbiwg44CSMTUxLTAwNzIgVG9reW8sIFNoaWJ1eWEsIEhhdGFnYXlhLCAzLWNoxY1tZeKIkjcw4oiS77ySIOW5oeODtuiwt-S4ieS4geebruOCouODkeODvOODiCAy5Y-35qOfIDMxZiIfGh0KFgoUChIJh2JrkyHzGGAR8J8-5QXB7EQSAzMxZg
焼肉はたがや,飲食,ステーキ・焼肉,焼肉,渋谷区幡ヶ谷1-2-8林ビル1F,03-5333-2410,,35.6771711,139.6775414,EjkxZiwgMS1jaMWNbWUtMi04IEhhdGFnYXlhLCBTaGlidXlhLCBUb2t5byAxNTEtMDA3MiwgSmFwYW4iHhocChYKFAoSCRvbmTs78xhgEWXRTpdpEoMgEgIxZg
焼肉BAL MANAぶぅちゃん,飲食,その他(バー・クラブ・スナックなど),その他,渋谷区本町4-13-10板垣マンション1階,03-6258-2755,,35.6880233,139.6804164,EnRKYXBhbiwg44CSMTUxLTAwNzEgVG9reW8sIFNoaWJ1eWEsIEhvbm1hY2hpLCA0LWNoxY1tZeKIkjEz4oiS77yR77yQIO-8qe-9lO-9ge-9h--9ge-9i--9iSDvvK3vvKHvvK7vvLPvvKnvvK_vvK4gMemajiIgGh4KFgoUChIJta_z-SfzGGARPtC7OEW1jbgSBDHpmo4
焼肉ホルモン酒場　けむり,飲食,ステーキ・焼肉,焼肉,渋谷区道玄坂1-5-4YOビル,090-8220-1408,,35.65751710000001,139.6994338,ChIJm_xBTlaLGGARaFtZG3nEKss
焼肉もーとん,飲食,ステーキ・焼肉,焼肉,渋谷区笹塚1-56-6笹塚楽ビル1階,03-3299-0291,,35.6741601,139.6674612,ChIJofq6WTfzGGAR_mAq1yD0f38
野趣家,飲食,居酒屋,居酒屋,渋谷区神宮前5-51-8ラ・ポルト青山B1F,03-5464-0111,,35.6629106,139.7094699,ChIJ6XGrhV-LGGARste0DVBkN_c
柳屋そば店,飲食,日本料理,そば・うどん,渋谷区笹塚笹塚2-11-4,090-8945-5569,,35.6749589,139.6681439,ChIJxyXKzBnzGGARhjPUhrqzC88
やむなし松濤,飲食,居酒屋,居酒屋,渋谷区宇田川町37-12眞砂ビル階,03-6407-1265,,35.6623388,139.6954648,ChIJFf5NCKyMGGAR0SOmOf00Zvo
山形蕎麦茶寮月の山,飲食,日本料理,そば・うどん,渋谷区代々木1-25-5BIZSMART代々木1F,03-6276-3220,,35.6819444,139.6968427,ChIJOUe3pM6MGGAR0Sk9RnvKt58
山せみ,飲食,日本料理,そば・うどん,渋谷区上原1-17-14上原ハウス001,03-3460-6463,,35.6691881,139.6826627,EjowMDEsIDEtY2jFjW1lLTE3LTE0IFVlaGFyYSwgU2hpYnV5YSwgVG9reW8gMTUxLTAwNjQsIEphcGFuIh8aHQoWChQKEglF9upESPMYYBHXqfjXlecGpxIDMDAx
山手茶屋,飲食,喫茶店・カフェ,その他,渋谷区富ヶ谷2-6-14サワーコーポ1F,03-3485-0963,,35.6657208,139.6874477,ElhKYXBhbiwg44CSMTUxLTAwNjMgVG9reW8sIFNoaWJ1eWEsIFRvbWlnYXlhLCAyLWNoxY1tZeKIkjbiiJLvvJHvvJQg44K144Ov44O844Kz44O844OdIDFmIh4aHAoWChQKEgm_sKS1TfMYYBHYXUNtppdEfBICMWY
山とフニクラ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区上原1-19-7上原ハウス101,03-6407-9048,,35.66836929999999,139.682868,ChIJt2Asg9jzGGARIetKIOxVDaM
ヤングスナック-芹奈-,飲食,居酒屋,ダイニング・バー,渋谷区道玄坂2-19-11JP道玄坂ビル2F,03-6416-0383,,35.6586363,139.6983369,ChIJEUMEKVaLGGARpqynb3RRjBc
ヤングスナック-芹奈- はなれ,飲食,居酒屋,ダイニング・バー,渋谷区道玄坂2-25-5島田ビル3F,03-6416-3878,,35.6601936,139.6965195,ChIJAQBkgamMGGARw6PgWx_Fhlk
HUIT,飲食,居酒屋,ダイニング・バー,渋谷区道玄坂2-17-1渋谷野武士ビル1F,070-9037-1628,,35.6585457,139.6965718,EjwxZiwgMi1jaMWNbWUtMTctMSBExY1nZW56YWthLCBTaGlidXlhLCBUb2t5byAxNTAtMDA0MywgSmFwYW4iHhocChYKFAoSCeEzKfqpjBhgEd8lE9ZtvbTOEgIxZg
有限会社初音,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区本町2丁目7番地9号,03-3376-4634,,35.6837043,139.6827724,ChIJP5LDPC_zGGAROSpNrYIH1m0
有限会社うね女,飲食,日本料理,日本料理,渋谷区幡ヶ谷2丁目13番6号富士ビル2階,03-3374-2367,,35.6775083,139.6765218,ElJKYXBhbiwg44CSMTUxLTAwNzIgVG9reW8sIFNoaWJ1eWEsIEhhdGFnYXlhLCAyLWNoxY1tZeKIkjEz4oiS77yWIOWvjOWjq-ODk-ODqyAy6ZqOIiAaHgoWChQKEglzTxVNO_MYYBG00QJHUBFoBBIEMumajg
有限会社千寿司,飲食,日本料理,寿司,渋谷区千駄ヶ谷3-14-1,03-3408-0267,,35.6768283,139.7067839,ChIJMXxasb6MGGAR0duLGUlLhIk
有限会社大穀,飲食,日本料理,ラーメン,渋谷区東1丁目27番9号,03-3409-3480,,35.6540901,139.7074926,ChIJgcVAuVyLGGARXG8uwGcdj4E
有限会社大炊宴,飲食,居酒屋,居酒屋,渋谷区神宮前3丁目24番1号鈴木ビル1F,03-3405-5858,,35.6710382,139.7078169,EmNKYXBhbiwg44CSMTUwLTAwMDEgVG9reW8sIFNoaWJ1eWEsIEppbmfFq21hZSwgMy1jaMWNbWXiiJIyNOKIku-8kSDjgqTjg7Pjgrbjgrnjg4jjg6rjg7zjg6Djg5Pjg6sgMWYiHhocChYKFAoSCVOWjDijjBhgEXrX4b0ogGZ3EgIxZg
有限会社真木,飲食,その他(バー・クラブ・スナックなど),スナック・パブ・キャバレー,渋谷区上原2丁目48番12号東洋代々木上原コーポ　104,03-3460-3863,,35.6679019,139.6820048,ChIJX-2EIAHzGGARdwxwBLsHpCk
有限会社丸善村野商店,飲食,居酒屋,居酒屋,渋谷区代々木1-42-13,03-3370-4784,,35.6829908,139.6992692,ChIJEyeAI8-MGGARHpHfS5h3jKc
有限会社もくもく,飲食,外国料理,中国料理,渋谷区広尾5丁目2番26号M2ビル広尾,03-3442-9489,,35.650176,139.7201034,ChIJQXXLPW2LGGARSZa8nKKyUPQ
有限会社やぶ善,飲食,日本料理,そば・うどん,渋谷区本町2丁目12番2号,03-3376-6911,,35.6831065,139.6813337,ChIJW_lHXC_zGGAR6_zqHa7aF0o
有昌ASTAGE,飲食,外国料理,その他,渋谷区代官山町7-5ル・キューブ代官山 2階,03-6687-5225,,35.6512392,139.7053876,Ejgy6ZqOLCA3LTUgRGFpa2FueWFtYWNoxY0sIFNoaWJ1eWEsIFRva3lvIDE1MC0wMDM0LCBKYXBhbiIgGh4KFgoUChIJs6mXlUSLGGARmjRIodS09AwSBDLpmo4
有楽町かきだ,飲食,日本料理,寿司,渋谷区代々木2-2-1小田急ホテルセンチュリーサザンタワー19F,080-7164-5210,,35.6863845,139.7004339,ChIJB9gt78-MGGAR1m-scQlkRsg
ユニ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前5-10-1GYRE4F,03-6803-8699,,35.6640358,139.7070931,ChIJZfNwKaGMGGAR4CadCD8e980
uni sendagaya,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区千駄ヶ谷1-7-4ヒルトップスクエア1F,03-6434-9090,,35.6780447,139.7105042,ChIJ9bW6KQCNGGARJL02UibhSC0
ユマニテ,飲食,外国料理,フランス料理,渋谷区上原1-1-20JPビル2階,090-5523-1085,,35.668133,139.686842,Ejky6ZqOLCAxLWNoxY1tZS0zLTEgVWVoYXJhLCBTaGlidXlhLCBUb2t5byAxNTEtMDA2NCwgSmFwYW4iIBoeChYKFAoSCbMF4_ZL8xhgEYtTZM9wRQyfEgQy6ZqO
ゆめの庵,飲食,日本料理,日本料理,渋谷区恵比寿西1-15-2アパルトマンイトウ1F,03-3770-4727,,35.6482038,139.7077126,ChIJBf0gOHKLGGARGQBFFlRORPw
ゆりかご千駄ヶ谷店,飲食,居酒屋,居酒屋,渋谷区千駄ヶ谷4-21-5エイトビル2F,03-3404-6028,,35.6801058,139.70679,ElRKYXBhbiwg44CSMTUxLTAwNTEgVG9reW8sIFNoaWJ1eWEsIFNlbmRhZ2F5YSwgNC1jaMWNbWXiiJIyMeKIku-8lSDjgqjjgqTjg4jjg5Pjg6sgMmYiHhocChYKFAoSCcVRgVG_jBhgEdHb_uM7W3gSEgIyZg
四一一はなれ,飲食,日本料理,日本料理,渋谷区恵比寿4-9-15ハギワラビル5 3階,03-6277-3354,,35.64562069999999,139.7146635,Ejg1LDMsIDQtY2jFjW1lLTktMTUgRWJpc3UsIFNoaWJ1eWEsIFRva3lvIDE1MC0wMDEzLCBKYXBhbiIfGh0KFgoUChIJFZFr5hSLGGARMcg_RVhxYGESAzUsMw
よこや,飲食,居酒屋,居酒屋,渋谷区幡ヶ谷2-1-5弓ビルB1F,03-3379-6388,,35.6779584,139.6784657,Ek1KYXBhbiwg44CSMTUxLTAwNzIgVG9reW8sIFNoaWJ1eWEsIEhhdGFnYXlhLCAyLWNoxY1tZeKIkjHiiJLvvJUg5byT44OT44OrIGIxZiIfGh0KFgoUChIJS95a1jrzGGARXwi7BHh4y4USA2IxZg
吉崎食堂,飲食,居酒屋,居酒屋,渋谷区恵比寿南T.ナカムラビルB1,03-5704-8867,,35.6455091,139.7078526,ChIJQU2uQW6LGGARdnSvUBqftdw
夜ノ森 恵比寿,飲食,居酒屋,居酒屋,渋谷区東1丁目27-5シンエイ東ビル1F,03-3400-0234,,35.6545083,139.7070161,ChIJczWNmVyLGGARDXD-B0KP6kk
よもきち商店,飲食,日本料理,日本料理,渋谷区代々木田尻ビル1F,03-6276-8189,,35.6842036,139.7004909,ChIJdb9Ybs-MGGARRdAR-2z5piY
代々木上原 方程式,飲食,日本料理,寿司,渋谷区西原3-4-5アミティ代々木上原2F,03-6804-8929,,35.6708679,139.6834554,ChIJkzP1x7XzGGARuEV4WZe01tc
代々木　ウミドリ,飲食,居酒屋,居酒屋,渋谷区千駄ヶ谷5-20-10ほぼ新宿のれん街倉庫別館E区画,03-6274-8545,,35.6829598,139.7034199,EnVKYXBhbiwg44CSMTUxLTAwNTEgVG9reW8sIFNoaWJ1eWEsIFNlbmRhZ2F5YSwgNS1jaMWNbWXiiJIyMOKIku-8ke-8kCDpp5Dou4rloLQg44G744G85paw5a6_44Gu44KM44KT6KGX5YCJ5bqr5Yil6aSoIGUiHRobChYKFAoSCSN71GXGjBhgEbuQ77suo4UIEgFl
代々木苑,飲食,ステーキ・焼肉,焼肉,渋谷区富ヶ谷1-52-2石橋ビル2階,03-3469-2941,,35.6689552,139.6889832,ElJKYXBhbiwg44CSMTUxLTAwNjMgVG9reW8sIFNoaWJ1eWEsIFRvbWlnYXlhLCAxLWNoxY1tZeKIkjUy4oiS77ySIOefs-api-ODk-ODqyAy6ZqOIiAaHgoWChQKEglNgTZ8S_MYYBFG7nEvGZtcHxIEMumajg
代々木酒場,飲食,居酒屋,居酒屋,渋谷区千駄ヶ谷4-29-12107,03-3470-5178,,35.68022,139.7045399,ChIJT2mFWseMGGARai2IeFE0Jks
代々木鳥松,飲食,居酒屋,居酒屋,渋谷区代々木1-42-7ハナモパレス1F,03-6383-3698,,35.6823468,139.6995847,El1KYXBhbiwg44CSMTUxLTAwNTMgVG9reW8sIFNoaWJ1eWEsIFlveW9naSwgMS1jaMWNbWXiiJI0MuKIku-8lyDjg4_jg4rjg6Ljg5Hjg6zjgrnku6PjgIXmnKggMWYiHhocChYKFAoSCTkS4jLPjBhgEQIn16NoPCn7EgIxZg
代々木八幡日本料理かぶら,飲食,日本料理,日本料理,渋谷区富ヶ谷1-3-13マキビル1F,090-3598-0586,,35.6693625,139.6891784,EjoxZiwgMS1jaMWNbWUtMy0xMyBUb21pZ2F5YSwgU2hpYnV5YSwgVG9reW8gMTUxLTAwNjMsIEphcGFuIh4aHAoWChQKEgkdmMV6S_MYYBEmwbsdnafYgRICMWY
代々木八幡 BISTRO NONKI,飲食,外国料理,イタリア料理,渋谷区富ヶ谷1-3-16クレッシェンド代々木公園ビル101号室,03-6407-0708,https://next-gf.com/store/,35.6696376,139.6896498,EmJKYXBhbiwg44CSMTUxLTAwNjMgVG9reW8sIFNoaWJ1eWEsIFRvbWlnYXlhLCAxLWNoxY1tZeKIkjPiiJLvvJHvvJYg44Kv44Os44OD44K344Kn44Oz44OJ44OT44OrIDEwMSIfGh0KFgoUChIJpxeiaEvzGGARbAJ99OPbs38SAzEwMQ
代々木バル,飲食,居酒屋,居酒屋,渋谷区代々木1-37-3早川ビル2階,03-6383-3664,,35.6837647,139.7009897,ElBKYXBhbiwg44CSMTUxLTAwNTMgVG9reW8sIFNoaWJ1eWEsIFlveW9naSwgMS1jaMWNbWXiiJIzN-KIku-8kyDml6nlt53jg5Pjg6sgMumajiIgGh4KFgoUChIJNx49XM-MGGARo6tK4qh6898SBDLpmo4
代々木parabola,飲食,外国料理,イタリア料理,渋谷区代々木1-14-5和田ハイツ105,03-6276-0650,,35.6813216,139.7003399,ElJKYXBhbiwg44CSMTUxLTAwNTMgVG9reW8sIFNoaWJ1eWEsIFlveW9naSwgMS1jaMWNbWXiiJIxNOKIku-8lSDlkoznlLDjg4_jgqTjg4QgMTA1Ih8aHQoWChQKEgkTzSyUyIwYYBHPpaou7DxOdRIDMTA1
ヨヨナム,飲食,外国料理,東南アジア料理,渋谷区代々木5丁目66-4,03-6407-1545,,35.6713867,139.6904295,ChIJhVl0JkvzGGARNYLIKOxEKjE
418KAMIYAMA,飲食,外国料理,その他,渋谷区神山町4-18セレンディピティ1階,03-5790-9901,http://www.418kamiyama.com,35.6651566,139.6929593,EllKYXBhbiwg44CSMTUwLTAwNDcgVG9reW8sIFNoaWJ1eWEsIEthbWl5YW1hY2jFjSwgNOKIku-8ke-8mCDjgrvjg6zjg7Pjg4fjgqPjg5Tjg4bjgqMgMemajiIgGh4KFgoUChIJqWK8b62MGGARBbFlkSKQ6GsSBDHpmo4
ライオンシェア,飲食,外国料理,インド料理,渋谷区代々木3-1-7ライオンズマンション代々木,03-3320-9020,,35.6823143,139.6964612,ChIJL8jjns6MGGAR38_6MdtGUAk
Life son,飲食,外国料理,イタリア料理,渋谷区代々木4-5-13レインボービル1階,03-6276-1115,,35.67870370000001,139.6925134,Ejox6ZqOLCA0LWNoxY1tZS01LTEzIFlveW9naSwgU2hpYnV5YSwgVG9reW8gMTUxLTAwNTMsIEphcGFuIiAaHgoWChQKEgmxlVNoy4wYYBGuGgxf7UMeuxIEMemajg
ripen,飲食,外国料理,フランス料理,渋谷区西原2-32-11パァクサクラハウス102,03-4500-0350,,35.6754538,139.6762926,EmdKYXBhbiwg44CSMTUxLTAwNjYgVG9reW8sIFNoaWJ1eWEsIE5pc2hpaGFyYSwgMi1jaMWNbWXiiJIzMuKIku-8ke-8kSDjg5HjgqHjgq_jg7vjgrXjgq_jg6njg4_jgqbjgrkgMTAyIh8aHQoWChQKEglNcWJ5O_MYYBFdW_JwUnmz7xIDMTAy
ラウンジバー檸檬,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区代々木2-23-1ニューステイトメナー123,03-6383-4533,,35.6861351,139.698123,ChIJ3VKEPM6MGGARutxbbkwnjU0
LaCave,飲食,その他(バー・クラブ・スナックなど),その他,渋谷区西原1-50-8Grandstory代々木上原B1F,03-6451-5566,,35.6690026,139.6797332,ChIJ2zZR7UfzGGARrusaSSAZYfI
楽酒屋ごえん代々木上原店,飲食,居酒屋,居酒屋,渋谷区上原2-48-11ハニハラビル1F,03-3485-7622,,35.6677808,139.6818994,ChIJHe_OZ-jzGGARoOqinjtBJSs
楽食楽酒まこと,飲食,居酒屋,居酒屋,渋谷区本町3-21-6パレスK&K1F,03-6276-8266,,35.6915351,139.6845769,ChIJDzNTQtbyGGARha6VH0CxKRY
LUG HATAGAYA,飲食,喫茶店・カフェ,喫茶店・カフェ,,03-6300-4616,,,,
RACCOS　BAR,飲食,居酒屋,居酒屋,渋谷区幡ヶ谷1丁目7佐藤ビル1階,03-3320-3883,,35.6747915,139.6739102,ChIJHzaJiDzzGGAR-sJONBO3IM4
ラコッコラ,飲食,外国料理,イタリア料理,渋谷区神宮前3-42-3林ビル2階,03-6804-5772,,35.6707208,139.7138162,ElBKYXBhbiwg44CSMTUwLTAwMDEgVG9reW8sIFNoaWJ1eWEsIEppbmfFq21hZSwgMy1jaMWNbWXiiJI0MuKIku-8kyDmnpfjg5Pjg6sgMumajiIgGh4KFgoUChIJ9cIM3piMGGARiq124z4tGcISBDLpmo4
RAJA,飲食,外国料理,インド料理,渋谷区代々木4-2-8ピースビル1階,03-5351-0833,,35.6787326,139.6932698,Ejkx6ZqOLCA0LWNoxY1tZS0yLTggWW95b2dpLCBTaGlidXlhLCBUb2t5byAxNTEtMDA1MywgSmFwYW4iIBoeChYKFAoSCXebpHPLjBhgEclubTOmfTmJEgQx6ZqO
ラストオーダーバー,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区本町6-10-1YKステージ 101,090-8840-9014,,35.6820653,139.677738,ChIJ-3yGMiTzGGARtIXPtT_DZ2I
Lasebiラセビ,飲食,居酒屋,居酒屋,渋谷区西原3丁目17番4号星と月と空とビル101,080-2049-9294,,35.6701857,139.680619,El9KYXBhbiwg44CSMTUxLTAwNjYgVG9reW8sIFNoaWJ1eWEsIE5pc2hpaGFyYSwgMy1jaMWNbWXiiJIxN-KIku-8lCDjg5Xjg6njg6_jg7zjg4_jgqTjg4Qg5pifLOOBqCIjGiEKFgoUChIJWxjXBjjzGGARbx8nPQmnfWcSB-aYnyzjgag
らせら,飲食,居酒屋,居酒屋,渋谷区道玄坂1-20-12地下1階MT道玄坂ビル,03-3770-7522,,35.6569281,139.696482,EmNKYXBhbiwg44CSMTUwLTAwNDMgVG9reW8sIFNoaWJ1eWEsIETFjWdlbnpha2EsIDEtY2jFjW1l4oiSMjDiiJLvvJHvvJIg77yt77y06YGT546E5Z2C44OT44OrIOWcsOS4izEiIxohChYKFAoSCRFeNQtWixhgEVPL0vMvXGvqEgflnLDkuIsx
LATURE French Restaurant,飲食,外国料理,フランス料理,渋谷区渋谷2丁目2番2号青山ルカビルB1F,03-6450-5297,,35.6607645,139.7085533,EjBiMWYsIDItY2jFjW1lLTItMiBTaGlidXlhLCBUb2t5byAxNTAtMDAwMiwgSmFwYW4iHxodChYKFAoSCXHsqgNfixhgEdCLe5lbSW3OEgNiMWY
ラチュレ　レストラン,飲食,外国料理,フランス料理,渋谷区渋谷2丁目2番2号青山ルカビル2F,03-6450-6623,,35.6607645,139.7085533,Ei8yZiwgMi1jaMWNbWUtMi0yIFNoaWJ1eWEsIFRva3lvIDE1MC0wMDAyLCBKYXBhbiIeGhwKFgoUChIJceyqA1-LGGAR0It7mVtJbc4SAjJm
らっ すてっら ぽらーれ,飲食,外国料理,イタリア料理,渋谷区上原2-47-16Jsビル5階,03-6407-0784,,35.6652521,139.6815661,ChIJ49DoTk_zGGARFnhKUnEpMoc
LATTEST SENDAGAYA,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区千駄ヶ谷3-16-9,03-5539-8594,,35.6761372,139.7067033,ChIJXwvyq76MGGARNH_a0mIlIMg
ラ・テッラ,飲食,外国料理,イタリア料理,渋谷区恵比寿西二丁目17番5号サンビレッジ代官山　地下1階,03-6416-3120,,35.6489302,139.7059561,EmBKYXBhbiwg44CSMTUwLTAwMjEgVG9reW8sIFNoaWJ1eWEsIEViaXN1bmlzaGksIDItY2jFjW1l4oiSMTfiiJLvvJUg44K144Oz44OT44Os44OD44K45Luj5a6Y5bGxIDEiHRobChYKFAoSCYd1fA5EixhgEfW-bdJ7h44wEgEx
LaLaChai,飲食,外国料理,東南アジア料理,渋谷区幡ヶ谷2-18-4カナデール幡ヶ谷1F,03-6383-4431,,35.6768653,139.6747866,Ek1DYW5hZGFsZSBIYXRhZ2F5YSwgMWYsIDItY2jFjW1lLTE4LTQgSGF0YWdheWEsIFNoaWJ1eWEsIFRva3lvIDE1MS0wMDcyLCBKYXBhbiIeGhwKFgoUChIJ3Z9KSyPzGGARCd0OYL5NQ0kSAjFm
ララ・リボン,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区東3-24-14エクセルハイム恵比寿1階,03-5469-3334,,35.6494593,139.7095067,EmZKYXBhbiwg44CSMTUwLTAwMTEgVG9reW8sIFNoaWJ1eWEsIEhpZ2FzaGksIDMtY2jFjW1l4oiSMjTiiJLvvJHvvJQg44Ko44Kv44K744Or44OP44Kk44Og5oG15q-U5a-_IDHpmo4iIBoeChYKFAoSCXPgn4dBixhgEXbuLj9QfA4sEgQx6ZqO
Laundry,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区本町6-37-10,090-5200-6752,https://www.instagram.com/laundry_koffiehuis/,35.6809057,139.6766813,ChIJfXfzbCTzGGARVeS_PEXY6lM
ラーイマーイ千駄ヶ谷キッチン,飲食,外国料理,その他,渋谷区千駄ヶ谷3-37-6,03-3470-4538,,35.6781221,139.7072826,ChIJy2PK276MGGARD-QcpMqKrW8
ラーメン・つけ麺・桜ん坊,飲食,居酒屋,居酒屋,渋谷区桜丘町16-8アトラス桜丘ビル,03-3463-0123,,35.6564596,139.7009381,ChIJ5wBgrH-LGGARHtDud9vV8QY
りあん,飲食,日本料理,ラーメン,渋谷区笹塚2-19-3大成ビル,090-1660-8489,,35.6740334,139.665119,ChIJHSJoGBrzGGARuYd5K80NnYE
ricocurryキッチンカー,飲食,喫茶店・カフェ,その他,渋谷区千駄ヶ谷3-8-14-1階,090-5260-5208,,35.67799249999999,139.704578,El5KYXBhbiwg44CSMTUxLTAwNTEgVG9reW8sIFNoaWJ1eWEsIFNlbmRhZ2F5YSwgMy1jaMWNbWXiiJI44oiS77yR77yUIOadseS5heODkeODrOOCueelnuWuriAx6ZqOIiAaHgoWChQKEgm3f_DvuIwYYBF5l0tqw8eVNhIEMemajg
ricopua,飲食,喫茶店・カフェ,その他,渋谷区千駄ヶ谷3-8-14-1階,090-5260-5208,,35.67799249999999,139.704578,El5KYXBhbiwg44CSMTUxLTAwNTEgVG9reW8sIFNoaWJ1eWEsIFNlbmRhZ2F5YSwgMy1jaMWNbWXiiJI44oiS77yR77yUIOadseS5heODkeODrOOCueelnuWuriAx6ZqOIiAaHgoWChQKEgm3f_DvuIwYYBF5l0tqw8eVNhIEMemajg
rico間借り,飲食,喫茶店・カフェ,その他,渋谷区神宮前 2-23-4 1F,090-5260-5208,,35.6745631,139.7110527,EjsxZiwgMi1jaMWNbWUtMjMtNCBKaW5nxattYWUsIFNoaWJ1eWEsIFRva3lvIDE1MC0wMDAxLCBKYXBhbiIeGhwKFgoUChIJcdnPZb2MGGARR-Cc6sRqZogSAjFm
リストランテマッサ,飲食,外国料理,イタリア料理,渋谷区恵比寿1-23-22小林鉄工ビル1F,03-5793-3175,,35.646151,139.7148231,Ek9Lb2JheWFzaGkgVGVra28gQmxkZy4sIDFmLCAxLWNoxY1tZS0yMy0yMiBFYmlzdSwgU2hpYnV5YSwgVG9reW8gMTUwLTAwMTMsIEphcGFuIh4aHAoWChQKEgnZdlDDFIsYYBERS8Z0yzVU8xICMWY
ＲＥＩＳＭ　ＳＴＡＮＤ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区鶯谷町6-6グリーンハイツ鶯谷2F,03-6861-6670,,35.6541339,139.7029087,EllKYXBhbiwg44CSMTUwLTAwMzIgVG9reW8sIFNoaWJ1eWEsIFVndWlzdWRhbmljaMWNLCA24oiS77yWIOOCsOODquODvOODs-ODj-OCpOODhOm2r-iwtyAyZiIeGhwKFgoUChIJg6RtXFqLGGAR_EuqeDMDomoSAjJm
リズラボキッチン,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前4-15-2,090-7482-3521,,35.6685371,139.7109131,ChIJs_k0HaKMGGAR3y9Pdyx6D2s
