show_name,parent_category,middle_category,child_category,address,tel,google_url
British Golf Lounge,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区円山町28-4ObaビルB館B1F,03-6822-5531,
Blue Tokai Coffee Roasters,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区広尾5-3-15サワタカビル1階,080-6288-2172,
ぶーてん,飲食,居酒屋,居酒屋,渋谷区恵比寿1-22-10カマスヤビル101,03-3441-9092,
ブーランジュリーラ・セゾン初台店,飲食,喫茶店・カフェ,ファーストフード,渋谷区初台1-10-7,03-6300-0072,https://www.la-saison.jp
ブーランジュリーラ・セゾン本店,飲食,喫茶店・カフェ,ファーストフード,渋谷区代々木4-6-4,03-3320-3363,https://www.la-saison.jp
PUERTAsakuragaoka,飲食,喫茶店・カフェ,その他,渋谷区桜丘17-12ジョンソンビル2F-R,03-3462-4774,
プティデリリウムタップカフェ新宿,飲食,外国料理,イタリア料理,渋谷区代々木2丁目2-1 新宿サザンテラス内,03-6300-0807,
PUPU MARUCO,飲食,居酒屋,居酒屋,渋谷区富ヶ谷1-2-15代々木八幡ビル,03-6451-5550,
プラステイックオーシャン,飲食,居酒屋,ダイニング・バー,渋谷区恵比寿西1-10-16ウエストパークビル3階,070-8567-2414,https://plasticocean-ebisu.com
plate,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿1-31-11ソシア恵比寿1階,03-5422-9015,
Bar Pledge,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区幡ヶ谷1-2-8林ビル2-D,03-6300-5045,
へぎそば昆　北参道店,飲食,日本料理,そば・うどん,渋谷区千駄ヶ谷3-17-5グエルサカエ北参道B1‐A,03-5843-0086,http://www.hegisobakon.jp
Henderson,飲食,外国料理,フランス料理,渋谷区宇田川町41-28茂木ビル101,03-6455-0005,
ヘンプカフェトーキョー,飲食,外国料理,その他,渋谷区東3-17-14クリスティエビス8F,03-6427-1984,
ベイクドフラワー,飲食,喫茶店・カフェ,その他,渋谷区幡ヶ谷3-11-9-E,090-8345-2714,
べがす,飲食,その他(バー・クラブ・スナックなど),その他,渋谷区円山町28-8第18宮廷マンション102,03-6455-0188,
vegewest cafe&bar,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区代官山町13-4セレサ代官山102,03-6427-0710,
veggie tempo代々木公園,飲食,外国料理,その他,渋谷区代々木5-67-81F MAKITAKI,03-5738-8727,
ベジホリック,飲食,外国料理,東南アジア料理,渋谷区代官山町19-1白磁館2階A号,03-6427-0591,
Bet代々木上原,飲食,居酒屋,その他,渋谷区西原3-7-5渡部ビル103,03-6407-0245,
ベトナム料理 バインセオサイゴン屋台 恵比寿,飲食,外国料理,東南アジア料理,渋谷区恵比寿西1-4-1福隆ビル1F,03-6455-2253,
ベトナム料理　フォーのお店　ハノイのホイさん,飲食,外国料理,東南アジア料理,渋谷区桜丘町17番6号渋谷協栄ビル 1F,03-3464-8450,https://www.hoi-san.com/
Betterave Bistro Jiro,飲食,外国料理,その他,渋谷区富ヶ谷1-10-5パークサイドコグレ1階,03-5790-9466,
belmare,飲食,外国料理,イタリア料理,渋谷区桜丘町24-2第3富士商事ビル1F,03-3476-3681,
ベルマーレカフェ,飲食,外国料理,イタリア料理,渋谷区桜丘町23-21文化総合センター大和田　1階,03-6416-3010,
Bakery&Cafe Honey,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区代々木1-37-21,03-6300-6888,
BASE-CHIC,飲食,外国料理,その他,渋谷区恵比寿2-9-1EBISU FLAT 1-A,03-6277-1902,
BASE,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区松濤2-14-12シャンボール松涛106,03-3460-8666,http://shotobase.com/
北京厨房料理,飲食,外国料理,中国料理,渋谷区宇田川町11-2宇田川柳光ビル2階,03-3770-6881,
PerrosPerras,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区元代々木町9番6号1階,070-3294-0069,
邦人式中華酒館HOI,飲食,外国料理,中国料理,渋谷区恵比寿1-30-9,03-3446-5437,https://tabelog.com/tokyo/A1303/A130302/13007172/
北陸旬鮮かわせ,飲食,日本料理,日本料理,渋谷区宇田川町2-1渋谷ホームズB1,03-6455-1040,
北海道&沖縄酒場シブネコ,飲食,居酒屋,居酒屋,渋谷区円山町23-8円ビル2階,080-2673-4000,
HOTSAND CAFE Forest DAIKANYAMA,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区代官山町16-2,050-5867-3697,
Hotel Tanzer,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区道玄坂2-29-18清水ビル7階,03-6809-0768,
HOFF,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区初台2-11-11ステータスヒル初台1F,03-6276-0133,
ホブゴブリン渋谷,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区道玄坂1-3-11一番ビル3F,03-6415-4244,
ホルモン・七厘焼 たかだ屋,飲食,ステーキ・焼肉,焼肉,渋谷区代々木1-54-2小林ビル中1階,03-6300-0606,
ホルモン忠吉,飲食,ステーキ・焼肉,焼肉,渋谷区本町3丁目8番10号,03-5388-8911,
ホルモン焼き　夏冬 渋谷宇田川町店,飲食,ステーキ・焼肉,焼肉,渋谷区宇田川町37-14大向塚田ビル2階,03-6416-8712,
ホルモン焼きブタサマ,飲食,ステーキ・焼肉,焼肉,渋谷区代々木1-42-12我妻ビル,03-6276-3945,
whyte cafe,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前3丁目27番7号,03-6876-3976,
WHY BEER ?,飲食,居酒屋,ビアホール,渋谷区上原1-35-5第2上原堂ビル101号室,03-6407-9318,
本格タイ料理バル　プアン　渋谷店,飲食,外国料理,東南アジア料理,渋谷区道玄坂1-5-9ザ・レンガビル2階,03-6455-2096,
香港飲茶点心厨房,飲食,外国料理,中国料理,渋谷区代々木1-42-4,03-6300-6889,
香港ロジ,飲食,外国料理,中国料理,渋谷区神宮前2丁目19番15号コーポ松園102,03-3403-9776,
HORAIYA,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前2-19-10原電ビル1F-C,03-6804-5432,
ボウズ,飲食,外国料理,イタリア料理,渋谷区広尾5-23-2広尾センターハイツ1F,03-5798-4220,
房総ホルモン渋谷本店,飲食,ステーキ・焼肉,焼肉,渋谷区円山町7-11梅北ビル1F,03-6416-9236,
房総ホルモン道玄坂基地店,飲食,ステーキ・焼肉,焼肉,渋谷区道玄坂1-13-1Mビル2F,03-3461-5529,
BOTTA COFFEE,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前3-39-5青山ウエスト1階,080-4009-7117,
BODY&SOUL,飲食,その他(バー・クラブ・スナックなど),ライブハウス,渋谷区宇田川町2-1-B15渋谷ホームズB-15,03-6455-0088,
ボデガス　ガパ,飲食,外国料理,スペイン料理,渋谷区恵比寿西1-4-1VANDAビルB1階,03-5459-5524,
Botrus,飲食,外国料理,イタリア料理,渋谷区千駄ヶ谷4-10-4千駄ヶ谷グリーンランドビル2階,03-6804-5890,
osteria BORNE,飲食,外国料理,イタリア料理,渋谷区円山町5-4フィールA渋谷101,03-6809-0404,
BONTA ITALIA,飲食,外国料理,イタリア料理,渋谷区猿楽町12番35号t+Daikanyama 1F,03-6455-2629,
Bomb Bar Cafe,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区笹塚2-42-17秋元スペース1F,03-5990-6636,https://www.instagram.com/bomb_bar_cafe?igsh=ODRmMG9rNDBjYXI5
bonbons creatifs,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区代々木2-30-3 ヨシダペアランドB棟101,03-6385-2587,
ぽつら　ぽつら,飲食,日本料理,日本料理,渋谷区円山町22-11USBビル1階,03-5456-4512,
POTSUNTO,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区広尾1-15-5,090-3080-1967,https://www.instagram.com/bar_potsunto?igsh=MWZuNTQ1MnUwM2Rxeg==
ポピーズ2,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区神宮前2-20-12尾形ビル1F,090-8599-7314,
POPOPEKU,飲食,外国料理,その他,渋谷区本町2-43-4ヴァーチェストーンハウス1A,03-6300-0129,
Poker Room P3,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿西1-33-25コリーヌ代官山2階,03-6416-5267,https://p3-poker.com/
ポートオブコール代官山,飲食,喫茶店・カフェ,ファーストフード,渋谷区鶯谷町1-3,03-3461-3463,
PORT TOMIGAYA,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区富ヶ谷2-20-1Luisd.T.Bldg. 1F,03-5738-8535,
まいた 渋谷本店,飲食,居酒屋,居酒屋,渋谷区渋谷2-19-17第106東京ビル9F,03-3486-6122,https://r.gnavi.co.jp/h4gfxubf0000/
mai bevi,飲食,居酒屋,ダイニング・バー,渋谷区幡ヶ谷2-48-2英ビル地下1階,03-6300-4222,https://instagram.com/mai_bevi?igshid=YmMyMTA2M2Y=
MyRoom雲母,飲食,居酒屋,その他,渋谷区広尾5-17-4-3F,03-5789-9346,
マイン,飲食,その他(バー・クラブ・スナックなど),その他,渋谷区千駄ヶ谷4-10-5-B1Asway Sendagaya,03-4400-0156,
マグパイカフェ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前2丁目32番11号J-polestar 1階,080-3418-9110,
孫ヱ門,飲食,居酒屋,居酒屋,渋谷区恵比寿西2-10-2高梨ビル1階,03-3461-3055,
MAGICAMENTE,飲食,外国料理,イタリア料理,渋谷区恵比寿3-41-9恵比寿台ハイツ102,03-6450-2210,https://www.magicamente2011.com/
満寿川,飲食,日本料理,小料理,渋谷区恵比寿南1-8-8,03-3711-1645,
まぜそば七,飲食,日本料理,ラーメン,渋谷区桜丘町16番10号,03-3780-1176,
MATAHARI,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿南1-1-3マツダイビル3階,03-6682-2725,
マチルダ,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区初台1-36-1,03-5351-8160,
Matilda coffee&veganbakes,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前3-42-11ローザビアンカ105,080-6590-1839,
まっちょまっちょ,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区道玄坂1-6-2渋谷ファイブビル4F　まっちょまっちょ,080-6346-3045,
まつ家庭料理,飲食,居酒屋,居酒屋,渋谷区千駄ヶ谷3-30-4ホワイトキャッスル,090-5202-7782,
松乃家,飲食,日本料理,そば・うどん,渋谷区本町2-7-11,03-3376-3612,
MATOIYA　表参道店,飲食,ステーキ・焼肉,ステーキ,渋谷区神宮前5-50-6中島ビルB1F,03-6418-2871,
ManaTee,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区富ヶ谷1-14-169,03-3466-6831,http://www.hotpepper.jp/strJ001128835/
まにまに / manimani,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区笹塚3丁目13番8号エーデルハイム102,070-1267-6055,
ＭＡＮＩＭＡＬ,飲食,喫茶店・カフェ,その他,渋谷区笹塚1丁目57番10号笹塚駅前ビル2F,03-3374-3111,
manu'a  beer club,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区円山町5-14スタービル2F,080-2677-8407,
Mareana,飲食,居酒屋,ダイニング・バー,渋谷区道玄坂2-18-7ヴィラフルデリ201,03-3462-9909,
Mariposa,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区神山町40-2　2F,03-4335-9234,
マリーアイランガニー,飲食,外国料理,その他,渋谷区宇田川町34一6M&Iビル5階B号,03-6455-3216,
マリースコット,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区笹塚2-27-5B’s笹塚ビル　1階,090-8502-0013,
まるカフェ,飲食,外国料理,東南アジア料理,渋谷区初台1-11-12,080-7460-2528,
maruta,飲食,日本料理,日本料理,渋谷区神山町17-1第二渡辺ビル3A,03-5738-7083,
マンサルヴァ,飲食,外国料理,イタリア料理,渋谷区恵比寿4-23-7恵比寿レーベン2F,03-5447-3300,
マンマーノ,飲食,喫茶店・カフェ,その他,渋谷区西原3丁目6番5号MH代々木上原 1F,03-6416-8022,
marger burger,飲食,喫茶店・カフェ,ファーストフード,渋谷区千駄ヶ谷4-26-3,080-4090-1811,
マーノラボ,飲食,外国料理,その他,渋谷区上原1-3-7,090-9379-4424,
麻辣火鍋専門店越智,飲食,外国料理,中国料理,渋谷区代々木3-29-5　2階2-A,03-5843-5385,
味甘CLUB,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前4-15-2裏参道ガーデン1階,090-8656-2111,
Miki’s Art Cafe,飲食,外国料理,無国籍料理,渋谷区幡ヶ谷3-16-3コーポ保科1階,080-7013-4570,
三亀勢,飲食,居酒屋,居酒屋,渋谷区代々木2丁目26番2号第2桑野ビル,03-3374-9130,
ミジュリ,飲食,外国料理,韓国料理,渋谷区笹塚1丁目29番3号ファーストビル4F,03-5738-1431,
ミスター・フレンドリーカフェ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区恵比寿西2-18-6-SPビル1F,03-3780-4778,
水炊き　波多野,飲食,日本料理,日本料理,渋谷区円山町7-2edifice渋谷103,03-6455-0010,
ミズノボル,飲食,日本料理,ラーメン,渋谷区宇田川町29-3,03-5428-2351,
MISOYA.,飲食,日本料理,日本料理,渋谷区西原3-1-1,090-7519-2904,
味音,飲食,日本料理,お好み焼き,渋谷区代々木1-44-12R&Hビル1階,03-3373-8744,http://www.okonomiyaki-ajito.com/
Mi Choripan,飲食,外国料理,その他,渋谷区上原2-4-8,03-5790-9300,
mixnack,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区円山町3-1小木曽ビル1F左,03-6416-1178,
midダイニング,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区元代々木町55-7桜苑ビル,03-3466-9896,
味道本色,飲食,外国料理,中国料理,渋谷区代々木1丁目43-1,03-6276-3598,
みどり食堂,飲食,喫茶店・カフェ,その他,渋谷区千駄ヶ谷2-15-7大野ビル1階,03-6812-9043,
ミニインドレストラン,飲食,外国料理,インド料理,渋谷区代々木1-37-3早川ビルB1,03-6276-4439,
ミニオン,飲食,外国料理,無国籍料理,渋谷区渋谷3-14-5,03-6450-5678,
Minoaka Deli&Cafe,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前2-6-10COLAL Bldg. 1F,03-6384-5324,https://minoaka2024.jp/?fbclid=PAAaayxFgtdKLoYWuNRJqf3K-JpU8wtFQMyIg3fWk0BGttuQTSn_WtbKzFszg
mimet,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区富ヶ谷1-9-201F,03-5738-8241,
宮崎酒房くわ,飲食,居酒屋,居酒屋,渋谷区恵比寿2-11-7グリーンハイツ101,03-6450-4719,
ミヤザキ商店はなれ,飲食,居酒屋,居酒屋,渋谷区幡ヶ谷1-2-7松井ビル　1階,03-6276-3883,
MIYASHITA CAFE +softcream,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前6-20-10MIYASHITA PARK  South 2F 20200,03-6712-5650,http://instagram.com/miyashitacafe_shibuya
雅,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区笹塚2-11-8泰山荘103号室,03-3299-2992,
みやび屋幡ヶ谷店,飲食,居酒屋,居酒屋,渋谷区幡ヶ谷2-9-20サカエビル1階,03-6300-5080,
music bar 45,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区桜丘町17-10吉野ビル2F,03-5784-4565,https://linktr.ee/musicbar45
miubar,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区本町6-36-5 2F,03-5350-8277,
ミラン・ナタラジ渋谷店,飲食,外国料理,インド料理,渋谷区神南1-22-7岩本ビル3F,03-6416-9022,
ミリバール,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区宇田川町33-10J+Rビル　サイドJ 3F A,03-5458-0989,
MIL TACOS 笹塚店,飲食,外国料理,その他,渋谷区笹塚3-17-4,03-6673-3966,
1500(ミレチンクエチェント),飲食,外国料理,イタリア料理,渋谷区元代々木町4-2,03-5738-8821,
MIGO Daikanyama,飲食,外国料理,その他,渋谷区代官山町13-8,070-9162-3535,
MEAT＆OYSTER kairi,飲食,外国料理,イタリア料理,渋谷区道玄坂1-11-1第二大番ビル203,03-6809-0634,
ミートタケシ,飲食,居酒屋,居酒屋,渋谷区上原1-32-15第二小林ビル2F,03-6456-8800,
MUKAN78,飲食,日本料理,ラーメン,渋谷区本町2-7-12キッチンゲートNo3,070-9033-2989,
椋鳥,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区鶯谷町8-8イートス代官山B1,080-3069-7052,
MUGE,飲食,居酒屋,居酒屋,渋谷区富ヶ谷1-9-20リンデン代々木公園1F,03-6407-0916,
MU Coffee,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区猿楽町12-35t+Daikanyama1F,070-8420-0853,
MUJOあさひる,飲食,日本料理,日本料理,渋谷区富ヶ谷1-3-14,050-3699-4511,
む鉄砲,飲食,居酒屋,居酒屋,渋谷区宇田川町41-28茂木ビル1階,03-3462-6732,
munasawagi Bar,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区笹塚1-58-13フィエスタ笹塚6F,03-6876-0583,https://munasawagi.gorp.jp/
Munu,飲食,外国料理,イタリア料理,渋谷区笹塚3-9-3105,070-8575-6712,
ムーンドッグ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区千駄ヶ谷3-26-5金子裕俊,03-5843-1332,
MEXIPON TOKYO,飲食,外国料理,その他,渋谷区幡ヶ谷2-47-1ダイショービル1F,03-6300-0406,
maison tacos,飲食,外国料理,その他,渋谷区鉢山町1-7矢島ビル,080-1262-2977,
MAISON BIEN-ETRE,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区上原1-17-11-3F,03-5738-8827,
メデルデリ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区恵比寿西1-17-1プルミエール恵比寿1F,03-6427-8580,
Melt,飲食,居酒屋,ダイニング・バー,渋谷区恵比寿西1丁目4番地7号Lier Ebisu 2F,03-5422-3647,https://www.instagram.com/meltebisu/
メルローズ•アベニュー,飲食,居酒屋,ダイニング・バー,渋谷区円山町25-7菊屋in渋谷1階,03-5458-5566,
麺kawakei,飲食,居酒屋,居酒屋,渋谷区円山町18-2林ビル1F103号室,03-6712-7622,
麺喜やしま,飲食,日本料理,そば・うどん,渋谷区円山町10-13サンライズ渋谷101,03-6455-1533,
麺菜家 北斗 原宿店,飲食,外国料理,中国料理,渋谷区神宮前1-17-1ルポンテビル1階,03-3405-9015,
麺酒家 タケイメン,飲食,日本料理,ラーメン,渋谷区本町6-15-9菊地ハイツ102,090-1870-0601,
麺と小皿　精華,飲食,日本料理,ラーメン,渋谷区初台2-5-3,03-3370-5908,
麺処　竹川,飲食,日本料理,ラーメン,渋谷区円山町7-2edifice渋谷103,03-6455-0010,
麺屋アシタマ,飲食,日本料理,ラーメン,渋谷区富ヶ谷1-53-3ウッディービル1階,03-6804-7120,https://instagram.com/ashitama.yoyogihachiman?igshid=OGQ5ZDc2ODk2ZA==
麺屋　大和田,飲食,日本料理,ラーメン,渋谷区道玄坂1-5-5フジキビル1階,03-6712-7770,
麺屋籠谷,飲食,日本料理,ラーメン,渋谷区幡ヶ谷2-48-4,090-8183-4832,
麺屋　琥珀,飲食,日本料理,ラーメン,渋谷区初台1-34-1,03-6276-6226,
麺屋ニシムクサムライ,飲食,日本料理,ラーメン,渋谷区幡ヶ谷2-56-1コーポラス幡ヶ谷,03-6276-2505,
麺りあんby江戸屋,飲食,日本料理,ラーメン,渋谷区笹塚2ー10ー6今井ストアービル1階,090-8505-6225,
モガカフェ,飲食,外国料理,無国籍料理,渋谷区宇田川町4-9くれたけビル2階,03-3464-6090,
Mokita,飲食,外国料理,イタリア料理,渋谷区西原3-4-5山田ビル101,070-9262-6812,
MOKUBAZA,飲食,外国料理,その他,渋谷区神宮前2-28-12一階,03-3404-2606,
もしも食堂,飲食,外国料理,イタリア料理,渋谷区道玄坂1-2-3東急プラザ6F,03-6455-1215,
Modern Thai CIEL,飲食,外国料理,東南アジア料理,渋谷区千駄ヶ谷4-22-4メゾンドボナール　1F,03-6434-9219,
モチチ,飲食,外国料理,中国料理,渋谷区幡ヶ谷3-11-9角田ビル1階,090-6569-0242,
もっとやるき恵比寿店,飲食,居酒屋,居酒屋,渋谷区恵比寿西1-9-1第2ともえビルB1,03-5458-0325,
モツ酒場kogane,飲食,居酒屋,居酒屋,渋谷区神宮前3-42-15メグビル1F,03-6271-4953,
もつ鍋旦過,飲食,居酒屋,居酒屋,渋谷区神宮前2-15-2,03-6447-2324,
MOTOYA Book Cafe Gallery,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区初台2-24-7,03-6362-2082,https://www.mo-to-ya.com/
MOMINOKI HOUSE,飲食,日本料理,その他,渋谷区神宮前2-18-5大網ビル1f,03-3405-9144,
MOMO Stand Tokyo,飲食,外国料理,東南アジア料理,渋谷区広尾5-18-8-1F,03-5860-2240,
ももたろう,飲食,居酒屋,ダイニング・バー,渋谷区幡ヶ谷1-5-4大坂屋ビル1階,03-6276-3745,
諸星,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区代々木5-55-5松尾店舗B-2階,080-8918-3047,
門,飲食,日本料理,その他,渋谷区千駄ヶ谷2丁目32-3外苑キリンビル1階,03-4400-0322,
モンキーカフェ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区猿楽町12-8-1F,03-5728-6260,
モンゴル料理　青空,飲食,外国料理,その他,渋谷区幡ヶ谷2-7-9仲ビル2階,03-6300-9189,
紋寿司,飲食,日本料理,寿司,渋谷区幡ヶ谷2-12-17,03-3377-8308,
MONTEMEAT,飲食,外国料理,東南アジア料理,渋谷区代々木2-14-1新宿松本ビル地下1F,03-6300-7809,
焼ジビエ罠　手止メ宮益坂,飲食,居酒屋,居酒屋,渋谷区渋谷2-8-6宮野ビル1F,03-5774-1188,
焼鳥一番,飲食,日本料理,焼鳥,渋谷区笹塚2-10-6今井ビル　101号,080-3706-8076,
焼鳥弥栄,飲食,日本料理,焼鳥,渋谷区上原1-34-10志賀屋ビル1F,090-6865-5167,
やきとりがっちょん,飲食,居酒屋,居酒屋,渋谷区本町6-15-9菊地ハイツ101,090-4725-6728,
焼鳥ワイン星乃,飲食,居酒屋,居酒屋,渋谷区円山町25-7ファザーランド渋谷　3階,03-3770-5225,
焼トンの　なかみや,飲食,居酒屋,居酒屋,渋谷区笹塚1-57-10笹塚駅前ビル205,03-3379-6610,
やきとん　やまじ,飲食,居酒屋,居酒屋,渋谷区幡ヶ谷3-11-9角田ビル1F,03-6276-8929,
焼肉一七三本店,飲食,ステーキ・焼肉,焼肉,渋谷区恵比寿西1-9-2YAMAビル1F,03-6277-5528,
焼肉一七三向山,飲食,ステーキ・焼肉,焼肉,渋谷区恵比寿南1-13-3GOLDビル5F,03-6452-4646,
焼肉可禮亜,飲食,ステーキ・焼肉,焼肉,渋谷区本町1-17-10AFプラザ　 1階,03-3378-4129,
焼肉串ろっきー渋谷店,飲食,ステーキ・焼肉,焼肉,渋谷区道玄坂2-19-11FABRIC渋谷　1F,03-6427-0485,
焼肉　寿亭,飲食,ステーキ・焼肉,焼肉,渋谷区道玄坂2-9-2ブルマン正実ビルB1,03-3462-2989,
焼肉スタンド　肉と麦,飲食,ステーキ・焼肉,焼肉,渋谷区幡ヶ谷1-33-1シティ幡ヶ谷1階,03-6407-9833,https://tabelog.com/tokyo/A1318/A131807/13265855/
焼肉店にくる,飲食,ステーキ・焼肉,焼肉,渋谷区笹塚1-10-6,03-6804-9298,
焼肉処カルネ,飲食,ステーキ・焼肉,焼肉,渋谷区西原3-11-9ホウショウビル地下1階,03-6407-1429,
焼肉29TOWN,飲食,ステーキ・焼肉,焼肉,渋谷区広尾5-17-45Project 2F,03-6432-5066,
焼肉の清香園,飲食,ステーキ・焼肉,焼肉,渋谷区宇田川町37-14篠原ビル1F,03-3466-1369,
焼肉の三是,飲食,ステーキ・焼肉,焼肉,渋谷区幡ヶ谷2-52-31F,03-6300-4329,
焼肉はたがや,飲食,ステーキ・焼肉,焼肉,渋谷区幡ヶ谷1-2-8林ビル1F,03-5333-2410,
焼肉BAL MANAぶぅちゃん,飲食,その他(バー・クラブ・スナックなど),その他,渋谷区本町4-13-10板垣マンション1階,03-6258-2755,
焼肉ホルモン酒場　けむり,飲食,ステーキ・焼肉,焼肉,渋谷区道玄坂1-5-4YOビル,090-8220-1408,
焼肉もーとん,飲食,ステーキ・焼肉,焼肉,渋谷区笹塚1-56-6笹塚楽ビル1階,03-3299-0291,
野趣家,飲食,居酒屋,居酒屋,渋谷区神宮前5-51-8ラ・ポルト青山B1F,03-5464-0111,
柳屋そば店,飲食,日本料理,そば・うどん,渋谷区笹塚笹塚2-11-4,090-8945-5569,
やむなし松濤,飲食,居酒屋,居酒屋,渋谷区宇田川町37-12眞砂ビル階,03-6407-1265,
山形蕎麦茶寮月の山,飲食,日本料理,そば・うどん,渋谷区代々木1-25-5BIZSMART代々木1F,03-6276-3220,
山せみ,飲食,日本料理,そば・うどん,渋谷区上原1-17-14上原ハウス001,03-3460-6463,
山手茶屋,飲食,喫茶店・カフェ,その他,渋谷区富ヶ谷2-6-14サワーコーポ1F,03-3485-0963,
山とフニクラ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区上原1-19-7上原ハウス101,03-6407-9048,
ヤングスナック-芹奈-,飲食,居酒屋,ダイニング・バー,渋谷区道玄坂2-19-11JP道玄坂ビル2F,03-6416-0383,
ヤングスナック-芹奈- はなれ,飲食,居酒屋,ダイニング・バー,渋谷区道玄坂2-25-5島田ビル3F,03-6416-3878,
HUIT,飲食,居酒屋,ダイニング・バー,渋谷区道玄坂2-17-1渋谷野武士ビル1F,070-9037-1628,
有限会社初音,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区本町2丁目7番地9号,03-3376-4634,
有限会社うね女,飲食,日本料理,日本料理,渋谷区幡ヶ谷2丁目13番6号富士ビル2階,03-3374-2367,
有限会社千寿司,飲食,日本料理,寿司,渋谷区千駄ヶ谷3-14-1,03-3408-0267,
有限会社大穀,飲食,日本料理,ラーメン,渋谷区東1丁目27番9号,03-3409-3480,
有限会社大炊宴,飲食,居酒屋,居酒屋,渋谷区神宮前3丁目24番1号鈴木ビル1F,03-3405-5858,
有限会社真木,飲食,その他(バー・クラブ・スナックなど),スナック・パブ・キャバレー,渋谷区上原2丁目48番12号東洋代々木上原コーポ　104,03-3460-3863,
有限会社丸善村野商店,飲食,居酒屋,居酒屋,渋谷区代々木1-42-13,03-3370-4784,
有限会社もくもく,飲食,外国料理,中国料理,渋谷区広尾5丁目2番26号M2ビル広尾,03-3442-9489,
有限会社やぶ善,飲食,日本料理,そば・うどん,渋谷区本町2丁目12番2号,03-3376-6911,
有昌ASTAGE,飲食,外国料理,その他,渋谷区代官山町7-5ル・キューブ代官山 2階,03-6687-5225,
有楽町かきだ,飲食,日本料理,寿司,渋谷区代々木2-2-1小田急ホテルセンチュリーサザンタワー19F,080-7164-5210,
ユニ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前5-10-1GYRE4F,03-6803-8699,
uni sendagaya,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区千駄ヶ谷1-7-4ヒルトップスクエア1F,03-6434-9090,
ユマニテ,飲食,外国料理,フランス料理,渋谷区上原1-1-20JPビル2階,090-5523-1085,
ゆめの庵,飲食,日本料理,日本料理,渋谷区恵比寿西1-15-2アパルトマンイトウ1F,03-3770-4727,
ゆりかご千駄ヶ谷店,飲食,居酒屋,居酒屋,渋谷区千駄ヶ谷4-21-5エイトビル2F,03-3404-6028,
四一一はなれ,飲食,日本料理,日本料理,渋谷区恵比寿4-9-15ハギワラビル5 3階,03-6277-3354,
